customerid,recency,frequency,monetary,cluster,segment
14309,7,10,2385,0,Low Value Customers
14311,224,2,390,1,Lost Customers
14312,46,6,1611,0,Low Value Customers
14314,106,1,120,0,Low Value Customers
14315,20,7,2505,0,Low Value Customers
14317,64,1,508,0,Low Value Customers
14320,206,3,612,1,Lost Customers
14321,10,5,1530,0,Low Value Customers
14323,114,4,635,0,Low Value Customers
14326,234,2,200,1,Lost Customers
14327,162,1,311,1,Lost Customers
14329,8,14,5061,0,Low Value Customers
14331,123,2,462,0,Low Value Customers
14332,22,3,840,0,Low Value Customers
14333,63,2,478,0,Low Value Customers
14334,16,9,2564,0,Low Value Customers
14335,15,2,454,0,Low Value Customers
14336,16,4,1614,0,Low Value Customers
14338,157,4,622,1,Lost Customers
14339,234,4,329,1,Lost Customers
14340,218,1,134,1,Lost Customers
14341,44,9,2182,0,Low Value Customers
14342,20,6,729,0,Low Value Customers
14344,126,8,889,0,Low Value Customers
14345,38,1,108,0,Low Value Customers
14346,120,2,1021,0,Low Value Customers
14348,259,1,409,1,Lost Customers
14349,9,1,133,0,Low Value Customers
14350,270,2,307,1,Lost Customers
14351,164,1,51,1,Lost Customers
14352,156,4,1078,1,Lost Customers
14353,214,1,90,1,Lost Customers
14354,5,2,163,0,Low Value Customers
14355,365,1,174,1,Lost Customers
14356,59,4,735,0,Low Value Customers
14357,42,1,225,0,Low Value Customers
14359,18,6,941,0,Low Value Customers
14360,31,4,2118,0,Low Value Customers
14362,21,1,151,0,Low Value Customers
14364,108,8,3717,0,Low Value Customers
14367,7,19,9321,0,Low Value Customers
14368,319,1,155,1,Lost Customers
14371,294,1,100,1,Lost Customers
14373,357,1,76,1,Lost Customers
14375,184,1,235,1,Lost Customers
14377,190,2,617,1,Lost Customers
14379,43,2,348,0,Low Value Customers
14381,51,1,202,0,Low Value Customers
14382,25,1,615,0,Low Value Customers
14383,37,3,1247,0,Low Value Customers
14385,8,3,202,0,Low Value Customers
14386,296,1,142,1,Lost Customers
14387,32,3,1727,0,Low Value Customers
14388,8,10,3253,0,Low Value Customers
14389,8,5,1087,0,Low Value Customers
14390,9,13,4702,0,Low Value Customers
14393,217,1,67,1,Lost Customers
14395,1,12,3515,0,Low Value Customers
14396,64,2,487,0,Low Value Customers
14397,0,23,2669,0,Low Value Customers
14400,140,2,589,1,Lost Customers
14401,3,14,4062,0,Low Value Customers
14403,129,5,1525,0,Low Value Customers
14404,33,7,1488,0,Low Value Customers
14406,118,1,156,0,Low Value Customers
14407,106,9,2204,0,Low Value Customers
14408,10,7,2599,0,Low Value Customers
14409,70,7,2210,0,Low Value Customers
14410,15,15,1627,0,Low Value Customers
14411,310,1,1063,1,Lost Customers
14412,34,3,778,0,Low Value Customers
14413,361,1,121,1,Lost Customers
14414,91,8,1508,0,Low Value Customers
14415,0,18,5944,0,Low Value Customers
14416,21,2,490,0,Low Value Customers
14418,3,3,1937,0,Low Value Customers
14419,10,6,1051,0,Low Value Customers
14420,84,2,389,0,Low Value Customers
14421,56,2,813,0,Low Value Customers
14422,0,6,4263,0,Low Value Customers
14423,217,1,265,1,Lost Customers
14424,17,1,322,0,Low Value Customers
14426,18,16,5044,0,Low Value Customers
14427,49,2,363,0,Low Value Customers
14428,6,7,1238,0,Low Value Customers
14431,298,2,517,1,Lost Customers
14432,9,6,2248,0,Low Value Customers
14434,21,6,1372,0,Low Value Customers
14436,98,1,89,0,Low Value Customers
14437,142,2,169,1,Lost Customers
14438,305,1,131,1,Lost Customers
14439,319,1,2661,1,Lost Customers
14440,7,5,2357,0,Low Value Customers
14441,0,10,1880,0,Low Value Customers
14442,1,5,1635,0,Low Value Customers
14443,53,7,1439,0,Low Value Customers
14446,0,4,1010,0,Low Value Customers
14447,18,5,1163,0,Low Value Customers
14448,8,2,375,0,Low Value Customers
14449,18,4,885,0,Low Value Customers
14450,180,3,483,1,Lost Customers
14451,59,2,643,0,Low Value Customers
14452,10,2,259,0,Low Value Customers
14453,189,1,119,1,Lost Customers
14456,4,14,3032,0,Low Value Customers
14457,310,1,113,1,Lost Customers
14459,154,1,1837,1,Lost Customers
14460,109,4,485,0,Low Value Customers
14461,147,3,2103,1,Lost Customers
14462,63,15,2018,0,Low Value Customers
14463,97,3,529,0,Low Value Customers
14465,246,3,1038,1,Lost Customers
14466,28,7,2272,0,Low Value Customers
14467,17,4,596,0,Low Value Customers
14470,11,2,461,0,Low Value Customers
14472,103,8,1852,0,Low Value Customers
14473,73,2,234,0,Low Value Customers
14474,42,2,557,0,Low Value Customers
14475,71,6,1051,0,Low Value Customers
14476,256,1,193,1,Lost Customers
14477,19,5,1311,0,Low Value Customers
14479,253,2,316,1,Lost Customers
14480,10,1,279,0,Low Value Customers
14481,164,2,636,1,Lost Customers
14482,17,6,2022,0,Low Value Customers
14483,149,2,145,1,Lost Customers
14484,49,1,321,0,Low Value Customers
14485,38,1,162,0,Low Value Customers
14487,26,7,1178,0,Low Value Customers
14488,50,2,1081,0,Low Value Customers
14489,206,1,463,1,Lost Customers
14491,174,2,340,1,Lost Customers
14493,6,7,2403,0,Low Value Customers
14494,25,1,139,0,Low Value Customers
14495,50,2,123,0,Low Value Customers
14496,311,2,538,1,Lost Customers
14497,300,2,493,1,Lost Customers
14498,42,5,1957,0,Low Value Customers
14499,25,3,808,0,Low Value Customers
14500,87,3,356,0,Low Value Customers
14501,63,3,312,0,Low Value Customers
14502,19,14,2549,0,Low Value Customers
14503,2,6,3543,0,Low Value Customers
14504,46,4,673,0,Low Value Customers
14505,16,11,5946,0,Low Value Customers
14506,16,5,1960,0,Low Value Customers
14507,23,7,1382,0,Low Value Customers
14508,21,2,268,0,Low Value Customers
14511,10,6,1362,0,Low Value Customers
14512,187,2,275,1,Lost Customers
14513,100,4,472,0,Low Value Customers
14514,60,3,990,0,Low Value Customers
14515,17,6,2076,0,Low Value Customers
14517,32,2,330,0,Low Value Customers
14518,63,1,174,0,Low Value Customers
14520,1,2,270,0,Low Value Customers
14522,23,4,974,0,Low Value Customers
14523,107,1,241,0,Low Value Customers
14524,31,9,1843,0,Low Value Customers
14525,8,13,4326,0,Low Value Customers
14527,2,86,9304,2,Big Spenders
14528,36,1,364,0,Low Value Customers
14529,59,3,578,0,Low Value Customers
14530,25,6,2862,0,Low Value Customers
14532,235,4,932,1,Lost Customers
14533,24,9,2086,0,Low Value Customers
14534,2,25,4769,0,Low Value Customers
14535,58,4,2877,0,Low Value Customers
14536,259,1,170,1,Lost Customers
14537,57,1,355,0,Low Value Customers
14538,64,2,388,0,Low Value Customers
14539,15,2,537,0,Low Value Customers
14540,9,3,952,0,Low Value Customers
14541,58,8,1453,0,Low Value Customers
14542,185,1,103,1,Lost Customers
14543,3,21,4283,0,Low Value Customers
14544,23,2,2004,0,Low Value Customers
14546,3,9,2665,0,Low Value Customers
14547,3,9,3995,0,Low Value Customers
14548,150,2,652,1,Lost Customers
14549,310,1,289,1,Lost Customers
14550,10,2,757,0,Low Value Customers
14551,17,2,186,0,Low Value Customers
14552,151,1,164,1,Lost Customers
14553,18,5,859,0,Low Value Customers
14554,9,4,2279,0,Low Value Customers
14555,56,2,312,0,Low Value Customers
14557,63,2,1576,0,Low Value Customers
14560,6,24,2301,0,Low Value Customers
14561,75,3,1080,0,Low Value Customers
14562,3,22,5336,0,Low Value Customers
14565,95,6,3124,0,Low Value Customers
14566,110,1,1432,0,Low Value Customers
14567,34,3,1536,0,Low Value Customers
14569,0,1,227,0,Low Value Customers
14570,280,2,218,1,Lost Customers
14572,2,10,2833,0,Low Value Customers
14573,179,13,1689,1,Lost Customers
14576,371,1,35,1,Lost Customers
14577,12,4,859,0,Low Value Customers
14578,2,1,168,0,Low Value Customers
14581,16,1,138,0,Low Value Customers
14582,40,1,114,0,Low Value Customers
14583,5,5,986,0,Low Value Customers
14584,168,5,1046,1,Lost Customers
14585,49,1,157,0,Low Value Customers
14586,226,3,340,1,Lost Customers
14587,18,10,1583,0,Low Value Customers
14589,371,1,39,1,Lost Customers
14591,14,4,1320,0,Low Value Customers
14592,34,3,557,0,Low Value Customers
14593,21,3,617,0,Low Value Customers
14594,6,2,363,0,Low Value Customers
14595,19,6,1740,0,Low Value Customers
14597,10,2,866,0,Low Value Customers
14598,43,1,221,0,Low Value Customers
14600,305,1,393,1,Lost Customers
14601,10,1,213,0,Low Value Customers
14603,274,1,660,1,Lost Customers
14606,0,128,12518,2,Big Spenders
14607,15,17,21437,0,Low Value Customers
14608,3,4,1785,0,Low Value Customers
14609,71,4,601,0,Low Value Customers
14616,242,3,406,1,Lost Customers
14618,8,4,568,0,Low Value Customers
14619,238,2,409,1,Lost Customers
14620,203,3,432,1,Lost Customers
14621,0,6,1810,0,Low Value Customers
14622,184,1,320,1,Lost Customers
14623,31,6,906,0,Low Value Customers
14624,56,2,225,0,Low Value Customers
14625,184,5,950,1,Lost Customers
14626,8,7,2825,0,Low Value Customers
14627,311,1,21,1,Lost Customers
14628,90,2,671,0,Low Value Customers
14629,3,3,975,0,Low Value Customers
14631,50,3,1006,0,Low Value Customers
14632,262,1,114,1,Lost Customers
14633,265,1,344,1,Lost Customers
14636,35,2,609,0,Low Value Customers
14638,50,1,443,0,Low Value Customers
14639,51,8,3016,0,Low Value Customers
14640,15,8,2190,0,Low Value Customers
14641,21,1,110,0,Low Value Customers
14642,58,1,96,0,Low Value Customers
14643,169,3,719,1,Lost Customers
14644,8,4,881,0,Low Value Customers
14645,156,2,597,1,Lost Customers
14646,1,77,280923,4,Loyal Customers
14647,200,1,236,1,Lost Customers
14649,4,4,1402,0,Low Value Customers
14651,66,2,653,0,Low Value Customers
14652,76,1,114,0,Low Value Customers
14653,0,7,1926,0,Low Value Customers
14655,3,5,1934,0,Low Value Customers
14656,168,2,291,1,Lost Customers
14657,17,5,858,0,Low Value Customers
14658,4,2,247,0,Low Value Customers
14659,8,12,2603,0,Low Value Customers
14660,86,2,285,0,Low Value Customers
14661,26,1,107,0,Low Value Customers
14662,28,4,741,0,Low Value Customers
14664,19,2,636,0,Low Value Customers
14665,60,7,2413,0,Low Value Customers
14666,23,1,195,0,Low Value Customers
14667,10,27,9185,0,Low Value Customers
14669,241,3,1259,1,Lost Customers
14670,279,2,392,1,Lost Customers
14672,234,2,765,1,Lost Customers
14673,2,5,1736,0,Low Value Customers
14675,15,1,596,0,Low Value Customers
14676,30,8,2553,0,Low Value Customers
14679,371,1,2,1,Lost Customers
14680,24,23,30575,0,Low Value Customers
14681,70,3,498,0,Low Value Customers
14682,187,2,52,1,Lost Customers
14684,25,5,1201,0,Low Value Customers
14687,106,1,628,0,Low Value Customers
14688,7,27,6102,0,Low Value Customers
14689,208,1,112,1,Lost Customers
14690,43,3,368,0,Low Value Customers
14691,30,5,2114,0,Low Value Customers
14692,136,5,601,0,Low Value Customers
14693,264,1,172,1,Lost Customers
14696,3,9,2086,0,Low Value Customers
14697,217,2,188,1,Lost Customers
14698,1,5,1217,0,Low Value Customers
14699,213,1,109,1,Lost Customers
14700,31,3,2195,0,Low Value Customers
14701,10,12,2589,0,Low Value Customers
14702,0,18,3293,0,Low Value Customers
14703,14,1,318,0,Low Value Customers
14704,10,9,1493,0,Low Value Customers
14705,198,1,179,1,Lost Customers
14708,2,4,1156,0,Low Value Customers
14709,14,14,4930,0,Low Value Customers
14710,13,4,599,0,Low Value Customers
14711,9,12,2870,0,Low Value Customers
14712,28,3,917,0,Low Value Customers
14713,8,12,2664,0,Low Value Customers
14714,23,1,160,0,Low Value Customers
14715,24,4,867,0,Low Value Customers
14716,42,2,307,0,Low Value Customers
14719,1,6,1591,0,Low Value Customers
14720,5,3,663,0,Low Value Customers
14722,146,1,180,1,Lost Customers
14723,9,6,1122,0,Low Value Customers
14725,24,1,655,0,Low Value Customers
14727,273,1,268,1,Lost Customers
14729,373,1,313,1,Lost Customers
14730,0,8,1897,0,Low Value Customers
14731,46,3,380,0,Low Value Customers
14732,7,10,2718,0,Low Value Customers
14733,8,15,9720,0,Low Value Customers
14735,3,34,6323,0,Low Value Customers
14737,3,3,1164,0,Low Value Customers
14738,38,9,1338,0,Low Value Customers
14739,1,8,3905,0,Low Value Customers
14740,190,4,1473,1,Lost Customers
14741,11,6,1400,0,Low Value Customers
14744,15,9,1111,0,Low Value Customers
14745,112,6,1273,0,Low Value Customers
14747,247,2,362,1,Lost Customers
14748,28,6,1519,0,Low Value Customers
14752,43,1,389,0,Low Value Customers
14753,86,1,563,0,Low Value Customers
14754,44,2,638,0,Low Value Customers
14755,9,12,5055,0,Low Value Customers
14756,14,1,738,0,Low Value Customers
14757,74,1,420,0,Low Value Customers
14758,144,4,1484,1,Lost Customers
14759,4,3,1625,0,Low Value Customers
14760,293,2,124,1,Lost Customers
14761,58,2,255,0,Low Value Customers
14762,263,1,300,1,Lost Customers
14764,43,2,306,0,Low Value Customers
14765,28,3,254,0,Low Value Customers
14766,7,8,2523,0,Low Value Customers
14768,16,3,245,0,Low Value Customers
14769,2,10,10450,0,Low Value Customers
14770,231,2,876,1,Lost Customers
14772,111,1,139,0,Low Value Customers
14775,57,3,1011,0,Low Value Customers
14776,50,13,2881,0,Low Value Customers
14777,3,2,17,0,Low Value Customers
14778,126,2,730,0,Low Value Customers
14779,280,3,386,1,Lost Customers
14780,54,2,447,0,Low Value Customers
14782,319,1,200,1,Lost Customers
14784,25,2,289,0,Low Value Customers
14785,9,2,77,0,Low Value Customers
14788,6,2,679,0,Low Value Customers
14789,28,1,197,0,Low Value Customers
14790,16,4,745,0,Low Value Customers
14792,63,2,12,0,Low Value Customers
14793,3,2,243,0,Low Value Customers
14794,2,9,1367,0,Low Value Customers
14795,165,1,131,1,Lost Customers
14796,0,27,8158,0,Low Value Customers
14798,52,3,173,0,Low Value Customers
14799,50,1,157,0,Low Value Customers
14800,47,16,4435,0,Low Value Customers
14801,60,1,189,0,Low Value Customers
14803,161,3,845,1,Lost Customers
14804,8,1,353,0,Low Value Customers
14805,14,4,546,0,Low Value Customers
14806,74,1,193,0,Low Value Customers
14808,39,15,3284,0,Low Value Customers
14810,40,11,2085,0,Low Value Customers
14813,369,2,152,1,Lost Customers
14815,36,2,778,0,Low Value Customers
14816,196,1,271,1,Lost Customers
14817,199,2,1110,1,Lost Customers
14818,73,3,657,0,Low Value Customers
14819,63,2,272,0,Low Value Customers
14820,20,4,507,0,Low Value Customers
14821,366,1,48,1,Lost Customers
14823,179,3,321,1,Lost Customers
14824,9,4,1127,0,Low Value Customers
14825,3,12,2221,0,Low Value Customers
14828,196,3,2139,1,Lost Customers
14829,28,6,750,0,Low Value Customers
14830,52,1,188,0,Low Value Customers
14834,17,8,1742,0,Low Value Customers
14836,9,3,102,0,Low Value Customers
14837,89,5,1657,0,Low Value Customers
14840,267,1,62,1,Lost Customers
14841,52,6,3295,0,Low Value Customers
14842,34,8,3192,0,Low Value Customers
14844,63,4,3189,0,Low Value Customers
14847,148,1,309,1,Lost Customers
14849,21,28,7956,0,Low Value Customers
14850,311,2,373,1,Lost Customers
14851,22,2,511,0,Low Value Customers
14852,57,6,2836,0,Low Value Customers
14853,8,3,488,0,Low Value Customers
14854,77,8,2749,0,Low Value Customers
14855,118,2,645,0,Low Value Customers
14856,35,3,1290,0,Low Value Customers
14857,59,3,1180,0,Low Value Customers
14859,12,5,1355,0,Low Value Customers
14860,8,2,172,0,Low Value Customers
14861,51,1,125,0,Low Value Customers
14862,25,2,841,0,Low Value Customers
14863,28,1,266,0,Low Value Customers
14865,6,2,52,0,Low Value Customers
14866,10,13,14582,0,Low Value Customers
14867,185,4,719,1,Lost Customers
14868,2,9,2967,0,Low Value Customers
14869,3,3,725,0,Low Value Customers
14870,261,1,327,1,Lost Customers
14871,2,4,501,0,Low Value Customers
14873,209,1,519,1,Lost Customers
14875,8,5,1481,0,Low Value Customers
14878,12,9,1476,0,Low Value Customers
14880,76,3,690,0,Low Value Customers
14881,19,1,255,0,Low Value Customers
14882,26,2,589,0,Low Value Customers
14883,18,7,766,0,Low Value Customers
14885,131,1,765,0,Low Value Customers
14886,252,1,364,1,Lost Customers
14887,78,1,1862,0,Low Value Customers
14888,206,1,369,1,Lost Customers
14889,335,1,135,1,Lost Customers
14890,253,1,125,1,Lost Customers
14891,147,2,554,1,Lost Customers
14893,9,2,1237,0,Low Value Customers
14894,84,1,655,0,Low Value Customers
14895,7,24,11257,0,Low Value Customers
14896,204,2,468,1,Lost Customers
14897,7,4,1366,0,Low Value Customers
14898,22,8,1344,0,Low Value Customers
14901,10,10,1427,0,Low Value Customers
14902,20,2,351,0,Low Value Customers
14903,20,10,2861,0,Low Value Customers
14904,1,2,1025,0,Low Value Customers
14905,153,3,632,1,Lost Customers
14907,2,10,3523,0,Low Value Customers
14908,73,1,277,0,Low Value Customers
14910,2,7,478,0,Low Value Customers
14911,0,248,154963,2,Big Spenders
14912,16,3,894,0,Low Value Customers
14913,35,4,1227,0,Low Value Customers
14915,85,3,356,0,Low Value Customers
14916,70,5,1273,0,Low Value Customers
14918,115,2,1610,0,Low Value Customers
14920,212,2,977,1,Lost Customers
14921,29,2,1316,0,Low Value Customers
14923,50,1,749,0,Low Value Customers
14924,245,1,310,1,Lost Customers
14929,31,1,223,0,Low Value Customers
14930,108,3,2362,0,Low Value Customers
14931,4,6,1550,0,Low Value Customers
14932,365,1,363,1,Lost Customers
14934,72,3,1893,0,Low Value Customers
14935,296,1,1784,1,Lost Customers
14936,8,9,8156,0,Low Value Customers
14937,56,4,1626,0,Low Value Customers
14944,29,14,5957,0,Low Value Customers
14946,13,1,100,0,Low Value Customers
14947,71,2,290,0,Low Value Customers
14948,22,7,1137,0,Low Value Customers
14950,8,2,381,0,Low Value Customers
14951,78,1,311,0,Low Value Customers
14952,45,15,8286,0,Low Value Customers
14953,24,1,285,0,Low Value Customers
14954,11,1,294,0,Low Value Customers
14957,252,1,58,1,Lost Customers
14958,146,3,483,1,Lost Customers
14959,58,5,705,0,Low Value Customers
14960,7,2,221,0,Low Value Customers
14961,10,12,7082,0,Low Value Customers
14962,270,1,126,1,Lost Customers
14963,9,5,1472,0,Low Value Customers
14964,246,1,206,1,Lost Customers
14965,95,2,596,0,Low Value Customers
14966,14,1,183,0,Low Value Customers
14967,49,1,463,0,Low Value Customers
14968,29,1,147,0,Low Value Customers
14970,67,4,1592,0,Low Value Customers
14971,34,3,1097,0,Low Value Customers
14972,127,1,114,0,Low Value Customers
14973,106,3,1314,0,Low Value Customers
14974,36,1,89,0,Low Value Customers
14975,56,1,279,0,Low Value Customers
14976,56,8,815,0,Low Value Customers
14978,71,5,1921,0,Low Value Customers
14981,245,1,102,1,Lost Customers
14984,18,2,202,0,Low Value Customers
14985,197,2,292,1,Lost Customers
14987,15,2,326,0,Low Value Customers
14988,211,1,334,1,Lost Customers
14995,38,2,231,0,Low Value Customers
14997,45,4,551,0,Low Value Customers
14998,169,2,414,1,Lost Customers
15000,47,1,490,0,Low Value Customers
15002,115,4,1641,0,Low Value Customers
15004,146,1,1220,1,Lost Customers
15005,15,35,6430,0,Low Value Customers
15006,50,1,480,0,Low Value Customers
15007,158,1,156,1,Lost Customers
15009,11,3,1259,0,Low Value Customers
15010,35,1,308,0,Low Value Customers
15012,53,2,405,0,Low Value Customers
15014,42,2,257,0,Low Value Customers
15016,172,1,170,1,Lost Customers
15017,33,1,125,0,Low Value Customers
15018,38,4,536,0,Low Value Customers
15019,266,1,252,1,Lost Customers
15021,8,13,1914,0,Low Value Customers
15022,11,4,852,0,Low Value Customers
15023,2,12,6760,0,Low Value Customers
15024,9,10,1636,0,Low Value Customers
15025,32,1,361,0,Low Value Customers
15026,79,3,469,0,Low Value Customers
15027,30,6,1080,0,Low Value Customers
15028,7,4,627,0,Low Value Customers
15030,71,2,518,0,Low Value Customers
15031,3,4,653,0,Low Value Customers
15032,255,5,5454,1,Lost Customers
15033,4,11,2572,0,Low Value Customers
15034,15,11,4305,0,Low Value Customers
15035,89,1,252,0,Low Value Customers
15036,71,3,429,0,Low Value Customers
15038,42,7,725,0,Low Value Customers
15039,9,52,19894,0,Low Value Customers
15041,169,1,179,1,Lost Customers
15042,198,1,135,1,Lost Customers
15043,30,1,537,0,Low Value Customers
15044,18,22,7705,0,Low Value Customers
15045,151,3,837,1,Lost Customers
15046,8,16,5240,0,Low Value Customers
15047,269,1,343,1,Lost Customers
15048,64,5,384,0,Low Value Customers
15049,273,1,121,1,Lost Customers
15050,24,5,1792,0,Low Value Customers
15051,22,3,1383,0,Low Value Customers
15052,318,1,207,1,Lost Customers
15053,4,3,693,0,Low Value Customers
15054,11,2,302,0,Low Value Customers
15057,274,2,1489,1,Lost Customers
15058,24,11,2102,0,Low Value Customers
15059,40,11,1349,0,Low Value Customers
15060,7,4,294,0,Low Value Customers
15061,3,55,54839,2,Big Spenders
15062,70,4,987,0,Low Value Customers
15063,212,1,370,1,Lost Customers
15065,37,6,3180,0,Low Value Customers
15066,31,2,1026,0,Low Value Customers
15067,77,3,1744,0,Low Value Customers
15068,45,2,553,0,Low Value Customers
15069,178,1,1109,1,Lost Customers
15070,372,1,106,1,Lost Customers
15071,93,2,982,0,Low Value Customers
15073,9,4,1474,0,Low Value Customers
15074,104,1,735,0,Low Value Customers
15075,77,1,773,0,Low Value Customers
15076,172,1,880,1,Lost Customers
15078,6,38,9862,0,Low Value Customers
15079,212,5,897,1,Lost Customers
15081,21,6,522,0,Low Value Customers
15083,256,1,88,1,Lost Customers
15087,281,1,306,1,Lost Customers
15088,20,3,1179,0,Low Value Customers
15089,9,6,2420,0,Low Value Customers
15090,307,1,381,1,Lost Customers
15091,53,2,484,0,Low Value Customers
15092,214,2,457,1,Lost Customers
15093,17,9,4783,0,Low Value Customers
15095,103,5,1376,0,Low Value Customers
15096,42,1,219,0,Low Value Customers
15097,3,1,248,0,Low Value Customers
15098,181,5,79183,0,Low Value Customers
15099,83,1,410,0,Low Value Customers
15100,329,6,1116,1,Lost Customers
15101,8,3,325,0,Low Value Customers
15103,30,2,703,0,Low Value Customers
15104,166,3,1018,1,Lost Customers
15105,17,7,2298,0,Low Value Customers
15106,17,7,1437,0,Low Value Customers
15107,310,8,391,1,Lost Customers
15108,141,5,1308,0,Low Value Customers
15109,240,2,506,1,Lost Customers
15110,23,7,1019,0,Low Value Customers
15111,28,3,1567,0,Low Value Customers
15113,9,4,3679,0,Low Value Customers
15114,29,10,2760,0,Low Value Customers
15115,17,1,340,0,Low Value Customers
15116,17,4,1352,0,Low Value Customers
15117,14,6,1553,0,Low Value Customers
15118,133,1,244,0,Low Value Customers
15119,245,1,266,1,Lost Customers
15120,129,2,373,0,Low Value Customers
15121,49,2,457,0,Low Value Customers
15122,84,6,1655,0,Low Value Customers
15123,6,2,2199,0,Low Value Customers
15124,22,2,184,0,Low Value Customers
15125,24,23,11939,0,Low Value Customers
15127,65,1,406,0,Low Value Customers
15128,59,8,1522,0,Low Value Customers
15129,49,11,3447,0,Low Value Customers
15130,169,1,330,1,Lost Customers
15132,17,5,977,0,Low Value Customers
15133,127,3,982,0,Low Value Customers
15134,14,8,1387,0,Low Value Customers
15135,232,2,150,1,Lost Customers
15136,2,5,1290,0,Low Value Customers
15139,239,2,178,1,Lost Customers
15140,51,8,2358,0,Low Value Customers
15142,45,1,498,0,Low Value Customers
15143,225,1,259,1,Lost Customers
15144,7,18,6630,0,Low Value Customers
15145,3,4,1194,0,Low Value Customers
15146,164,3,1340,1,Lost Customers
15147,218,2,638,1,Lost Customers
15148,10,1,301,0,Low Value Customers
15149,133,1,520,0,Low Value Customers
15150,16,11,5301,0,Low Value Customers
15152,9,16,4807,0,Low Value Customers
15153,30,1,329,0,Low Value Customers
15154,73,2,283,0,Low Value Customers
15156,0,3,961,0,Low Value Customers
15157,3,5,2002,0,Low Value Customers
15158,44,1,401,0,Low Value Customers
15159,1,34,18708,0,Low Value Customers
15160,356,1,158,1,Lost Customers
15163,17,2,304,0,Low Value Customers
15164,68,3,824,0,Low Value Customers
15165,372,1,487,1,Lost Customers
15167,320,1,158,1,Lost Customers
15168,25,1,106,0,Low Value Customers
15171,324,2,1544,1,Lost Customers
15172,8,5,1624,0,Low Value Customers
15174,322,1,135,1,Lost Customers
15175,71,1,224,0,Low Value Customers
15178,259,1,40,1,Lost Customers
15179,17,7,2227,0,Low Value Customers
15180,366,1,87,1,Lost Customers
15181,65,5,698,0,Low Value Customers
15182,153,2,622,1,Lost Customers
15184,28,2,402,0,Low Value Customers
15185,69,1,310,0,Low Value Customers
15186,13,2,411,0,Low Value Customers
15187,1,18,4884,0,Low Value Customers
15189,0,53,16648,0,Low Value Customers
15192,119,3,1044,0,Low Value Customers
15193,60,1,499,0,Low Value Customers
15194,2,22,7711,0,Low Value Customers
15195,2,1,3861,0,Low Value Customers
15197,8,5,1502,0,Low Value Customers
15198,91,2,193,0,Low Value Customers
15199,58,4,1268,0,Low Value Customers
15201,78,11,1545,0,Low Value Customers
15203,25,6,1827,0,Low Value Customers
15204,356,1,316,1,Lost Customers
15205,84,3,657,0,Low Value Customers
15206,9,4,420,0,Low Value Customers
15208,0,6,872,0,Low Value Customers
15210,224,1,331,1,Lost Customers
15211,59,2,894,0,Low Value Customers
15212,238,2,114,1,Lost Customers
15213,318,3,331,1,Lost Customers
15214,1,8,1661,0,Low Value Customers
15215,44,6,853,0,Low Value Customers
15216,87,1,96,0,Low Value Customers
15218,10,11,5756,0,Low Value Customers
15219,175,1,305,1,Lost Customers
15220,51,7,1799,0,Low Value Customers
15221,365,2,692,1,Lost Customers
15222,318,1,585,1,Lost Customers
15223,225,3,1056,1,Lost Customers
15224,357,3,333,1,Lost Customers
15225,233,1,409,1,Lost Customers
15226,310,1,154,1,Lost Customers
15227,36,5,1219,0,Low Value Customers
15228,65,5,3396,0,Low Value Customers
15230,238,2,429,1,Lost Customers
15232,112,2,612,0,Low Value Customers
15234,276,1,197,1,Lost Customers
15235,217,12,2247,1,Lost Customers
15236,298,1,321,1,Lost Customers
15237,1,4,1412,0,Low Value Customers
15238,28,5,1087,0,Low Value Customers
15239,9,3,796,0,Low Value Customers
15240,44,7,1727,0,Low Value Customers
15241,66,9,1774,0,Low Value Customers
15243,73,1,316,0,Low Value Customers
15244,64,2,631,0,Low Value Customers
15245,133,3,2515,0,Low Value Customers
15246,237,2,514,1,Lost Customers
15247,121,1,356,0,Low Value Customers
15249,31,15,6719,0,Low Value Customers
15251,8,15,10642,0,Low Value Customers
15252,35,2,740,0,Low Value Customers
15253,15,6,921,0,Low Value Customers
15254,126,1,300,0,Low Value Customers
15255,66,1,890,0,Low Value Customers
15256,148,1,98,1,Lost Customers
15257,280,2,402,1,Lost Customers
15258,168,2,623,1,Lost Customers
15260,99,8,1840,0,Low Value Customers
15261,134,1,254,0,Low Value Customers
15262,323,1,178,1,Lost Customers
15263,106,1,156,0,Low Value Customers
15264,63,1,393,0,Low Value Customers
15265,150,2,1506,1,Lost Customers
15266,337,1,119,1,Lost Customers
15267,21,5,1717,0,Low Value Customers
15269,23,1,408,0,Low Value Customers
15270,15,9,2460,0,Low Value Customers
15271,6,16,2514,0,Low Value Customers
15272,56,2,721,0,Low Value Customers
15274,3,2,716,0,Low Value Customers
15275,30,2,621,0,Low Value Customers
15276,65,1,128,0,Low Value Customers
15277,46,1,255,0,Low Value Customers
15279,354,2,303,1,Lost Customers
15280,171,1,113,1,Lost Customers
15281,58,12,2424,0,Low Value Customers
15286,49,1,240,0,Low Value Customers
15287,21,3,488,0,Low Value Customers
15288,42,5,2306,0,Low Value Customers
15289,28,4,944,0,Low Value Customers
15290,4,21,8082,0,Low Value Customers
15291,25,20,4740,0,Low Value Customers
15292,200,1,178,1,Lost Customers
15296,43,10,3735,0,Low Value Customers
15297,9,4,648,0,Low Value Customers
15298,1,14,5825,0,Low Value Customers
15299,66,11,5226,0,Low Value Customers
